date,Total Sleep Duration,Bedtime Start,Bedtime End,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Respiratory Rate,Inactive Time,Average MET
2019-08-01,38340.0,2019-08-01T00:15:16-05:00,2019-08-01T11:38:16-05:00,40980.0,2640.0,13710.0,18420.0,6210.0,45.0,94.0,360.0,54.57,50.0,50.0,0.07,12.875,31440.0,1.375
2019-08-02,32130.0,2019-08-02T00:55:07-05:00,2019-08-02T10:29:07-05:00,34440.0,2310.0,9930.0,14550.0,7650.0,39.0,93.0,540.0,53.72,50.0,69.0,0.17,12.375,32940.0,1.5
2019-08-03,29130.0,2019-08-03T02:09:15-05:00,2019-08-03T10:50:15-05:00,31260.0,2130.0,4650.0,21900.0,2580.0,44.0,93.0,120.0,69.97,56.0,27.0,0.56,12.875,21420.0,1.5625
2019-08-04,21150.0,2019-08-04T00:28:28-05:00,2019-08-04T07:49:28-05:00,26460.0,5310.0,3900.0,12690.0,4560.0,17.0,80.0,1050.0,73.47,61.0,23.0,0.15,13.5,21660.0,1.25
2019-08-05,21510.0,2019-08-05T00:07:49-05:00,2019-08-05T06:50:49-05:00,24180.0,2670.0,3330.0,13770.0,4410.0,32.0,89.0,1410.0,56.29,48.0,47.0,0.19,13.125,29700.0,1.375
2019-08-06,34740.0,2019-08-05T23:19:22-05:00,2019-08-06T09:24:22-05:00,36300.0,1560.0,11250.0,16830.0,6660.0,32.0,96.0,600.0,48.21,45.0,72.0,-0.24,13.125,33480.0,1.46875
2019-08-07,31800.0,2019-08-06T23:53:15-05:00,2019-08-07T09:52:15-05:00,35940.0,4140.0,8760.0,18480.0,4560.0,44.0,88.0,510.0,50.66,46.0,46.0,-0.16,13.625,33480.0,1.3125
2019-08-08,35130.0,2019-08-07T23:43:56-05:00,2019-08-08T10:15:56-05:00,37920.0,2790.0,9000.0,20310.0,5820.0,45.0,93.0,420.0,52.9,48.0,51.0,-0.08,13.125,32280.0,1.4375
2019-08-09,23220.0,2019-08-09T00:13:16-05:00,2019-08-09T07:13:16-05:00,25200.0,1980.0,3870.0,15210.0,4140.0,45.0,92.0,840.0,64.92,57.0,33.0,0.14,12.5,38520.0,1.375
2019-08-10,31500.0,2019-08-09T23:05:05-05:00,2019-08-10T09:03:05-05:00,35880.0,4380.0,6450.0,18990.0,6060.0,34.0,88.0,1140.0,53.18,46.0,64.0,0.1,12.625,20400.0,1.40625
2019-08-11,22740.0,2019-08-10T22:36:49-05:00,2019-08-11T05:29:49-05:00,24780.0,2040.0,2160.0,14130.0,6450.0,41.0,92.0,1080.0,50.14,45.0,82.0,-0.25,12.125,13500.0,1.4375
2019-08-12,17070.0,2019-08-12T00:48:47-04:00,2019-08-12T06:01:47-04:00,18780.0,1710.0,1980.0,7950.0,7140.0,14.0,91.0,270.0,61.47,56.0,27.0,-0.41,14.375,3600.0,1.25
2019-08-13,22170.0,2019-08-12T23:04:08-04:00,2019-08-13T05:57:08-04:00,24780.0,2610.0,2760.0,10620.0,8790.0,32.0,89.0,510.0,50.33,45.0,78.0,-0.11,12.875,1440.0,1.1875
2019-08-14,20340.0,2019-08-14T00:43:10-04:00,2019-08-14T06:54:10-04:00,22260.0,1920.0,4710.0,11250.0,4380.0,38.0,91.0,90.0,67.08,61.0,29.0,0.12,13.5,,
2019-08-15,,,,,,,,,,,,,,,,,8940.0,1.3125
2019-08-16,27570.0,2019-08-15T22:48:47-04:00,2019-08-16T06:58:47-04:00,29400.0,1830.0,5970.0,16320.0,5280.0,42.0,94.0,300.0,53.35,50.0,63.0,-0.02,12.625,360.0,1.15625
2019-08-17,,,,,,,,,,,,,,,,,60.0,1.1875
2019-08-18,,,,,,,,,,,,,,,,,3120.0,1.21875
2019-08-19,24570.0,2019-08-18T23:11:39-04:00,2019-08-19T07:12:39-04:00,28860.0,4290.0,4110.0,15060.0,5400.0,37.0,85.0,660.0,52.99,46.0,88.0,0.1,12.625,30480.0,1.5625
2019-08-20,25560.0,2019-08-19T23:04:51-04:00,2019-08-20T07:23:51-04:00,29940.0,4380.0,3360.0,14400.0,7800.0,39.0,85.0,210.0,51.01,46.0,82.0,-0.08,12.125,37320.0,1.40625
2019-08-21,41100.0,2019-08-20T22:57:32-04:00,2019-08-21T11:18:32-04:00,44460.0,3360.0,12150.0,23760.0,5190.0,41.0,92.0,900.0,54.44,48.0,61.0,0.06,12.875,26340.0,1.25
2019-08-22,27990.0,2019-08-21T21:48:36-04:00,2019-08-22T06:38:36-04:00,31800.0,3810.0,4530.0,19800.0,3660.0,55.0,88.0,630.0,53.55,46.0,64.0,0.28,12.25,1080.0,1.28125
2019-08-23,,,,,,,,,,,,,,,,,44460.0,1.53125
2019-08-24,25620.0,2019-08-24T02:46:28-05:00,2019-08-24T10:51:28-05:00,29100.0,3480.0,6450.0,14040.0,5130.0,46.0,88.0,600.0,56.81,50.0,62.0,-0.08,13.0,31860.0,1.6875
2019-08-25,20610.0,2019-08-25T04:37:50-05:00,2019-08-25T10:35:50-05:00,21480.0,870.0,5160.0,10230.0,5220.0,26.0,96.0,30.0,74.58,67.0,19.0,0.4,13.875,27000.0,1.375
2019-08-26,24210.0,2019-08-25T21:51:48-05:00,2019-08-26T05:23:48-05:00,27120.0,2910.0,2460.0,18840.0,2910.0,44.0,89.0,810.0,58.42,50.0,60.0,0.27,12.25,39240.0,1.5
2019-08-27,24360.0,2019-08-26T22:07:19-05:00,2019-08-27T05:30:19-05:00,26580.0,2220.0,2610.0,19050.0,2700.0,48.0,92.0,450.0,58.91,48.0,60.0,-0.24,11.75,39180.0,1.53125
