Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Exercise time(min),Flights climbed(count),Resting heart rate(count/min),Stand time(min),Step count(count),VO2 Max(mL/min·kg),Mindfulness(min)
2021-03-01,947.89,7.0,1747.462,43.0,1.0,51.0,61.0,3242.0,,
2021-03-02,518.241,7.0,1801.59,3.0,1.0,51.0,41.0,5072.0,,
2021-03-03,363.101,12.0,1836.633,11.0,8.0,,60.0,4189.0,,
2021-03-04,915.267,15.0,1841.134,85.0,2.0,49.0,136.0,5723.0,,
2021-03-05,904.755,14.0,1871.841,84.0,12.0,51.0,116.0,4938.0,,
2021-03-06,591.977,9.0,1816.361,36.0,4.0,58.0,96.0,5920.0,,
2021-03-07,805.954,9.0,1849.758,102.0,6.0,55.0,184.0,13733.0,,
2021-03-08,398.269,14.0,1847.717,20.0,3.0,47.0,67.0,4441.953,,
2021-03-09,450.396,11.0,1827.843,25.0,8.0,47.0,95.0,6790.0,,
2021-03-10,630.431,13.0,1842.472,54.0,5.0,49.0,98.0,5526.776,,
2021-03-11,739.878,12.0,1840.298,77.0,3.0,44.0,118.0,6453.0,,
2021-03-12,652.735,12.0,1848.528,97.0,9.0,49.0,130.0,5637.0,,
2021-03-13,1133.057,14.0,1867.552,119.0,5.0,48.0,200.0,13348.0,,
2021-03-14,528.656,10.0,1724.403,69.0,1.0,48.0,92.0,4905.0,,
2021-03-15,929.206,16.0,1851.48,91.0,3.0,39.0,147.0,4485.0,,
2021-03-16,954.926,15.0,1849.352,98.0,2.0,46.0,124.0,4001.0,,
2021-03-17,717.556,15.0,1860.934,91.0,5.0,48.0,114.0,2889.0,,
2021-03-18,372.078,12.0,1819.804,22.0,1.0,49.0,71.0,4641.0,,
2021-03-19,1356.343,17.0,1877.307,127.0,4.0,43.0,208.0,7760.0,,
2021-03-20,855.956,15.0,1860.185,112.0,9.0,48.0,204.0,14403.0,,
2021-03-21,702.189,14.0,1857.586,70.0,8.0,46.0,130.0,9765.0,,
2021-03-22,193.911,11.0,1691.558,1.0,,64.0,38.0,2034.0,,
2021-03-23,251.101,11.0,1763.935,,,51.0,34.0,1544.0,,
2021-03-24,466.684,14.0,1825.514,39.0,5.0,46.0,94.0,3641.0,,
2021-03-25,854.204,13.0,1887.194,89.0,7.0,46.0,146.0,6124.0,,
2021-03-26,434.639,17.0,1847.216,13.0,5.0,57.0,88.0,2947.0,,
2021-03-27,427.732,13.0,1836.63,26.0,7.0,52.0,95.0,5512.0,,
2021-03-28,633.727,11.0,1814.202,29.0,9.0,46.0,164.0,9923.0,,
2021-03-29,1233.932,14.0,1848.509,143.0,4.0,44.0,179.0,7136.092,,
2021-03-30,558.51,12.0,1826.759,82.0,2.0,47.0,109.0,6546.0,,
2021-03-31,771.21,14.0,1831.935,85.0,4.0,45.0,123.0,4922.0,,
