Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Exercise time(min),Flights climbed(count),Resting heart rate(count/min),Stand time(min),Step count(count),VO2 Max(mL/min·kg),Mindfulness(min)
2018-07-01,688.087,11.0,1925.693,100.0,5.0,,,16536.671,,
2018-07-02,581.194,13.0,1966.193,40.0,17.0,45.0,,8440.003,,
2018-07-03,645.54,17.0,1993.071,52.34,18.0,62.0,,11325.344,,
2018-07-04,605.094,15.0,1914.432,78.66,17.0,,,13087.045,,
2018-07-05,523.996,15.0,1961.682,28.0,16.0,60.0,,8966.097,,
2018-07-06,756.261,16.0,1963.618,63.981,8.0,62.0,,11030.898,,
2018-07-07,580.212,16.0,1994.288,41.019,16.0,69.0,,10663.893,,
2018-07-08,387.176,15.0,1895.63,24.0,8.0,57.0,,6575.238,,
2018-07-09,494.402,14.0,1890.11,43.0,32.0,54.0,,9229.178,,
2018-07-10,484.08,14.0,1957.738,31.0,15.0,60.0,,7794.631,,
2018-07-11,570.351,15.0,1948.139,47.0,15.0,49.0,,10501.776,,
2018-07-12,721.035,16.0,1973.023,67.0,24.0,,,14213.823,,
2018-07-13,439.126,15.0,1902.6,22.0,27.0,66.0,,7205.307,,
2018-07-14,595.611,14.0,1947.366,60.0,11.0,62.5,,12712.875,,
2018-07-15,133.432,4.0,791.538,6.0,1.0,,,9737.989,,
2018-07-16,,,,,21.0,,,5212.0,,
2018-07-17,,,,,15.0,,,6541.0,,
2018-07-18,,,,,19.0,,,7001.0,,
2018-07-19,,,,,18.0,,,5762.0,,
2018-07-20,244.455,6.0,628.606,25.0,14.0,68.5,,10742.071,,
2018-07-21,424.189,13.0,1902.624,16.0,6.0,70.0,,8314.505,,
2018-07-22,376.649,6.0,1846.662,31.0,4.0,,,11523.633,,
2018-07-23,302.965,14.0,1867.98,7.0,1.0,57.0,,3979.0,,
2018-07-24,479.009,16.0,1871.061,40.0,20.0,59.0,,7102.0,,
2018-07-25,559.278,17.0,1910.194,39.0,17.0,65.0,,8287.654,,
2018-07-26,562.56,13.0,1889.801,38.0,27.0,,,8948.346,,
2018-07-27,642.301,16.0,1900.709,58.0,24.0,57.5,,11095.0,,
2018-07-28,373.18,14.0,1813.932,26.0,,55.0,,3996.0,,
2018-07-29,256.802,8.0,1815.639,12.0,,,,4043.26,,
2018-07-30,504.722,14.0,1861.644,38.0,21.0,58.0,,7806.079,,
2018-07-31,553.942,13.0,1857.607,54.0,24.0,63.0,,8902.0,,
2018-08-01,793.788,15.0,1878.251,86.0,33.0,62.0,,13725.0,,
2018-08-02,901.102,13.0,1885.43,83.0,17.0,64.0,,14175.068,,
2018-08-03,518.479,12.0,1876.76,49.0,20.0,58.0,,10905.027,,
2018-08-04,500.937,13.0,1876.732,42.0,5.0,62.0,,10008.821,,
2018-08-05,322.711,12.0,1843.459,10.0,,,,5884.846,,
2018-08-06,481.371,14.0,1869.639,40.0,17.0,64.5,,10010.0,,
2018-08-07,502.682,16.0,1883.616,39.0,11.0,63.0,,8208.578,,
2018-08-08,433.431,14.0,1850.804,35.0,12.0,,,8322.382,,
2018-08-09,658.933,17.0,1916.851,48.0,7.0,68.5,,12253.316,,
2018-08-10,476.492,14.0,1862.847,38.0,8.0,,,10239.662,,
2018-08-11,420.134,13.0,1868.212,30.0,7.0,65.0,,4554.574,,
2018-08-12,281.824,14.0,1850.664,11.0,9.0,61.0,,4086.81,,
2018-08-13,462.828,15.0,1936.733,13.0,6.0,67.0,,5642.812,,
2018-08-14,163.696,9.0,1818.133,6.0,9.0,60.0,,2596.426,,
2018-08-15,335.17,13.0,1854.919,26.0,12.0,81.0,,4390.982,,
2018-08-16,455.857,15.0,1858.143,28.0,9.0,59.0,,6786.302,,
2018-08-17,531.868,15.0,1856.732,38.0,11.0,66.0,,9196.339,,
2018-08-18,612.803,17.0,1941.554,42.851,23.0,66.0,,10256.512,,
2018-08-19,1502.902,15.0,1937.707,239.149,110.0,66.0,,27513.702,,
2018-08-20,1553.185,14.0,1910.641,239.0,157.0,66.0,,27427.053,,
2018-08-21,359.387,9.0,1929.019,23.0,4.0,59.0,,4568.698,,
2018-08-22,772.551,12.0,1928.182,82.0,52.0,68.0,,13108.338,,
2018-08-23,1572.515,16.0,1940.614,227.0,135.0,66.0,,30401.238,,
2018-08-24,488.926,11.0,1891.825,31.0,6.0,67.0,,9458.89,,
2018-08-25,557.072,16.0,1922.571,32.0,7.0,65.0,,10004.512,,
2018-08-26,675.023,18.0,1925.448,45.0,9.0,70.0,,14762.976,,
2018-08-27,368.94,12.0,1840.932,41.0,8.0,60.0,,7137.111,,
2018-08-28,307.298,13.0,1846.776,12.0,1.0,56.0,,5107.72,,
2018-08-29,369.495,12.0,1843.096,31.0,6.0,55.0,,6872.755,,
2018-08-30,683.898,10.0,1841.337,93.0,16.0,60.0,,12426.458,,
2018-08-31,400.552,14.0,1943.412,11.0,3.0,61.0,,4428.565,,
2018-09-01,504.85,19.0,1946.482,26.0,13.0,66.0,,5955.753,,
2018-09-02,779.032,13.0,1875.678,85.0,3.0,57.0,,15183.374,,
2018-09-03,670.275,13.0,1857.247,61.0,18.0,65.0,,10892.853,,
2018-09-04,318.758,10.0,1849.605,22.0,4.0,70.0,,5294.232,,
2018-09-05,496.874,13.0,1870.019,47.0,8.0,60.0,,8333.768,,
2018-09-06,772.129,9.0,1839.812,86.0,13.0,63.0,,14263.954,,
2018-09-07,294.831,9.0,1833.349,35.0,6.0,69.0,,6319.492,,
2018-09-08,425.396,13.0,1873.142,37.0,9.0,74.0,,7115.71,,
2018-09-09,185.337,7.0,1813.779,15.0,3.0,63.0,,4155.394,,
2018-09-10,787.805,14.0,1880.112,100.0,11.0,59.0,,14912.0,,
2018-09-11,416.959,13.0,1851.806,35.0,5.0,59.0,,8570.241,,
2018-09-12,512.917,13.0,1873.185,41.0,4.0,59.0,,10116.0,,
2018-09-13,561.939,12.0,1876.623,68.0,8.0,70.0,,13097.486,,
2018-09-14,369.433,13.0,1849.119,21.0,2.0,68.0,,7512.0,,
