Date,Active energy burned(Cal),Activity,Duration(s),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg)
2022-06-01 08:56:23,43.032,Walking,667.003,1.0,0.0,0.0,0.0,0.0,85.477,85.477,4.69
2022-06-01 18:41:14,48.973,Cycling,469.38,0.0,1.0,0.0,0.0,0.0,128.29,128.29,6.9
2022-06-02 08:04:04,92.631,Walking,1338.947,1.0,0.0,0.0,0.0,0.0,100.086,113.0,4.076
2022-06-02 09:31:50,98.08,Functional Strength Training,1902.36,1.0,0.0,0.0,0.0,0.0,81.97,84.221,3.885
2022-06-03 08:45:49,99.272,Yoga,1423.096,1.0,0.0,0.0,0.0,0.0,77.821,107.0,4.527
2022-06-03 08:46:17,92.0,Yoga (Indoor),1200.0,1.0,0.0,0.0,0.0,0.0,105.0,107.0,
2022-06-03 09:35:56,64.618,Walking,1011.013,1.0,0.0,0.0,0.0,0.0,89.23,100.0,4.357
2022-06-03 15:45:08,120.783,Walking,1738.63,1.0,0.0,0.0,0.0,0.0,92.873,101.0,4.828
2022-06-03 18:23:58,111.515,Walking,1332.892,0.972,0.028,0.0,0.0,0.0,104.464,126.565,6.301
2022-06-03 18:46:22,22.002,Cycling,184.811,0.0,0.0,0.265,0.735,0.0,158.059,167.0,7.78
2022-06-03 20:28:42,72.088,Cycling,784.886,0.2,0.6,0.2,0.0,0.0,122.017,136.36,6.402
2022-06-04 14:11:46,101.736,Walking,2085.27,1.0,0.0,0.0,0.0,0.0,90.558,99.0,3.795
2022-06-06 14:41:44,22.103,Walking,334.878,1.0,0.0,0.0,0.0,0.0,90.904,90.904,4.719
2022-06-06 21:11:29,132.689,Yoga,1897.718,1.0,0.0,0.0,0.0,0.0,79.554,86.003,4.619
2022-06-06 21:11:34,127.0,Yoga (Indoor),1800.0,1.0,0.0,0.0,0.0,0.0,81.251,86.003,
2022-06-07 08:27:48,48.378,Walking,652.084,1.0,0.0,0.0,0.0,0.0,87.145,87.145,5.188
2022-06-07 09:03:16,9.799,Functional Strength Training,140.381,1.0,0.0,0.0,0.0,0.0,85.111,102.0,4.894
2022-06-07 17:52:07,76.153,Cycling,1008.29,0.0,1.0,0.0,0.0,0.0,125.982,128.59,5.421
2022-06-07 19:04:45,207.982,Functional Strength Training,2169.931,0.5,0.4,0.1,0.0,0.0,112.994,139.0,6.184
2022-06-08 08:19:11,18.126,Walking,270.528,1.0,0.0,0.0,0.0,0.0,90.038,98.0,4.801
2022-06-08 08:24:23,59.04,Jump Rope,360.027,0.0,0.0,1.0,0.0,0.0,139.856,139.856,9.791
2022-06-08 08:38:05,58.947,Functional Strength Training,701.116,0.333,0.667,0.0,0.0,0.0,114.943,124.0,5.595
