Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Exercise time(min),Flights climbed(count),Resting heart rate(count/min),Stand time(min),Step count(count),VO2 Max(mL/min·kg),Mindfulness(min)
2019-10-01,518.783,2.0,1770.362,24.0,10.0,,,4569.0,,
2019-10-02,675.103,12.0,1840.8,43.0,8.0,66.0,,8409.0,,
2019-10-03,527.616,12.0,1826.787,19.0,1.0,61.0,,5693.0,,
2019-10-04,645.857,8.0,1776.98,57.0,9.0,55.0,,8673.0,,
2019-10-05,883.427,15.0,1876.945,51.0,17.0,60.0,,11393.0,,
2019-10-06,636.138,,1622.086,,1.0,,,8854.107,,
2019-10-07,697.718,9.0,1268.293,63.0,5.0,59.0,,8631.804,,
2019-10-08,1041.469,,,,8.0,,,9160.0,,
2019-10-09,452.051,,,,9.0,,,7771.0,,
2019-10-10,715.239,,,,3.0,,,3033.0,,
2019-10-11,757.071,7.0,1090.71,28.0,8.0,69.0,,9167.0,,
2019-10-12,860.199,13.0,1858.58,100.678,20.0,67.0,,13859.675,,
2019-10-13,447.217,3.0,1743.585,30.322,6.0,63.0,,7811.325,,
2019-10-14,723.124,1.0,1732.951,26.0,7.0,,,8437.0,,
2019-10-15,700.965,9.0,1784.63,76.0,7.0,62.0,,8675.361,,
2019-10-16,623.93,9.0,1762.981,19.0,6.0,63.0,,5616.0,,
2019-10-17,660.008,13.0,1828.076,57.0,7.0,61.0,,8970.0,,
2019-10-18,784.816,16.0,1899.445,48.0,10.0,66.0,,12750.0,,
2019-10-19,248.269,6.0,1289.588,24.0,3.0,63.0,,3342.862,,
2019-10-20,892.042,,,,4.0,,,765.0,,
2019-10-21,610.116,,,,3.0,,,6960.0,,
2019-10-22,697.933,,,,14.0,,,9068.0,,
2019-10-23,517.559,,,,13.0,,,7936.0,,
2019-10-24,848.51,,,,5.0,,,8794.0,,
2019-10-25,751.284,,,,4.0,,,282.0,,
2019-10-26,809.173,,,,19.0,,,6843.572,,
2019-10-27,422.568,,,,1.0,,,6691.428,,
2019-10-28,1158.545,,,,14.0,,,14816.0,,
2019-10-29,586.044,,,,11.0,,,9113.0,,
2019-10-30,637.303,,,,14.0,,,6464.0,,
2019-10-31,684.992,,,,17.0,,,8792.0,,
