Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Exercise time(min),Flights climbed(count),Resting heart rate(count/min),Stand time(min),Step count(count),VO2 Max(mL/min·kg),Mindfulness(min)
2019-06-01,25.732,,,,12.0,,,5724.0,,
2019-06-02,9.203,,,,11.0,,,9785.0,,
2019-06-03,4.357,,,,15.0,,,7884.0,,
2019-06-04,204.134,,,,6.0,,,12752.0,,
2019-06-05,706.895,,,,21.0,,,17419.0,,
2019-06-06,466.183,,506.234,,6.0,,,6153.0,,
2019-06-07,1776.804,14.0,1897.033,303.0,65.0,62.0,,32974.0,,
2019-06-08,779.057,10.0,1823.718,123.0,2.0,64.0,,15918.058,,
2019-06-09,790.614,10.0,1834.267,94.0,,57.0,,13348.0,,
2019-06-10,497.816,6.0,1812.782,37.0,1.0,59.0,,7327.0,,
2019-06-11,570.139,12.0,1845.815,34.0,10.0,57.0,,8162.0,,
2019-06-12,958.145,14.0,1880.671,88.0,19.0,56.0,,23261.0,,
2019-06-13,1129.43,15.0,1913.878,115.0,35.839,57.5,,25281.0,,
2019-06-14,994.781,17.0,1914.215,97.0,29.0,65.0,,20051.0,,
2019-06-15,919.917,15.0,1878.69,97.0,4.0,69.0,,18785.029,,
2019-06-16,746.339,13.0,1892.961,53.0,7.0,63.0,,16074.0,,
2019-06-17,178.663,4.0,1706.879,12.0,43.0,,,20207.0,,
2019-06-18,526.674,15.0,1882.224,19.0,12.0,56.0,,5535.995,,
2019-06-19,846.186,17.0,1895.611,52.0,21.0,61.0,,8016.0,,
2019-06-20,719.234,15.0,1882.29,57.0,13.0,63.0,,7962.0,,
2019-06-21,626.601,15.0,1865.713,47.092,12.58,62.0,,13384.847,,
2019-06-22,808.756,14.0,1905.037,56.908,19.42,69.0,,12753.153,,
2019-06-23,559.656,14.0,1896.889,9.0,7.0,68.0,,6913.0,,
2019-06-24,606.597,15.0,1886.964,20.0,12.0,59.0,,8269.0,,
2019-06-25,301.755,9.0,1786.89,29.0,7.174,61.0,,3080.0,,
2019-06-26,485.108,11.0,1853.207,29.0,10.0,63.0,,5967.94,,
2019-06-27,639.191,12.0,1867.617,55.0,7.0,63.0,,9756.06,,
2019-06-28,464.072,14.0,1862.221,20.0,12.0,59.0,,5755.413,,
2019-06-29,482.279,14.0,1844.083,36.0,11.0,70.0,,5954.587,,
2019-06-30,455.03,10.0,1821.166,28.0,10.0,59.0,,4659.0,,
