Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Exercise time(min),Flights climbed(count),Resting heart rate(count/min),Stand time(min),Step count(count),VO2 Max(mL/min·kg),Mindfulness(min)
2020-07-01,659.849,7.0,1808.638,89.0,7.26,48.0,115.0,11061.0,,
2020-07-02,685.875,13.0,1847.406,67.0,2.0,47.0,132.0,9329.0,,
2020-07-03,810.547,15.0,1865.686,72.0,19.0,49.0,184.0,11665.0,,
2020-07-04,455.404,18.0,1818.613,26.762,11.889,53.0,132.0,5384.0,,
2020-07-05,610.75,10.0,1792.686,57.238,6.111,51.0,119.0,10261.0,,
2020-07-06,881.649,13.0,1842.984,104.0,4.0,46.0,211.0,18223.0,,
2020-07-07,346.797,11.0,1808.668,20.0,7.0,46.0,70.0,4092.0,,
2020-07-08,647.383,16.0,1824.05,48.0,10.0,45.0,110.0,7752.0,,
2020-07-09,857.396,13.0,1808.776,66.0,4.0,47.0,109.0,6673.808,,
2020-07-10,783.004,12.0,1827.64,88.0,5.0,49.0,163.0,13850.0,,
2020-07-11,604.875,15.0,1842.71,20.0,1.0,49.0,197.0,12409.058,,
2020-07-12,580.103,9.0,1733.387,33.0,4.0,50.0,80.0,5854.942,,
2020-07-13,627.426,11.0,1827.097,67.0,12.0,47.0,98.0,8589.0,,
2020-07-14,850.854,11.0,1848.738,111.0,2.0,50.0,169.0,14015.0,,
2020-07-15,439.97,12.0,1801.039,27.0,3.0,50.0,80.0,5215.0,,
2020-07-16,827.75,11.0,1809.729,102.0,10.0,42.0,145.0,12398.0,,
2020-07-17,724.765,15.0,1837.32,69.0,18.0,45.0,138.0,8880.827,,
2020-07-18,666.425,11.0,1797.865,89.0,10.0,49.0,120.0,10759.0,,
2020-07-19,599.985,15.0,1845.15,61.0,10.0,45.0,168.0,9024.0,,
2020-07-20,880.5,15.0,1813.948,99.0,5.0,48.0,139.0,8504.0,,
2020-07-21,619.084,14.0,1819.328,61.0,6.0,44.0,117.0,8867.0,,
2020-07-22,379.973,11.0,1780.433,34.0,6.0,44.0,78.0,5118.0,,
2020-07-23,840.742,13.0,1830.438,91.0,4.0,45.0,181.0,12951.0,,
2020-07-24,981.947,12.0,1851.118,102.0,13.0,48.0,223.0,19151.0,,
2020-07-25,1006.022,14.0,1865.268,121.0,8.0,64.0,292.0,22896.138,,
2020-07-26,553.195,9.0,1781.072,78.0,12.0,47.0,118.0,9307.862,,
2020-07-27,666.858,13.0,1813.197,72.0,5.0,45.0,136.0,9813.0,,
2020-07-28,623.718,13.0,1836.433,59.0,9.0,48.0,162.0,9544.0,,
2020-07-29,903.498,11.0,1828.216,127.0,15.0,46.0,193.0,16268.0,,
2020-07-30,528.181,13.0,1874.643,37.0,6.0,46.0,102.0,7452.0,,
2020-07-31,569.302,10.0,1808.806,63.0,17.0,56.0,109.0,9483.0,,
2020-08-01,415.613,14.0,1848.267,13.0,10.0,55.0,88.0,5032.0,,
2020-08-02,496.379,14.0,1876.948,18.0,1.0,45.0,112.0,7625.339,,
2020-08-03,489.834,11.0,1797.33,53.0,6.0,48.0,113.0,7379.0,,
2020-08-04,551.053,15.0,1808.953,61.0,9.0,44.0,117.0,8321.0,,
2020-08-05,530.039,12.0,1803.262,58.0,6.0,48.0,115.0,8778.0,,
2020-08-06,642.377,10.0,1814.886,77.0,5.0,47.0,151.0,11789.0,,
2020-08-07,568.046,12.0,1823.357,48.0,1.0,47.0,142.0,10390.0,,
2020-08-08,650.053,14.0,1846.628,26.0,4.0,45.0,182.0,10599.0,,
2020-08-09,218.424,11.0,1779.409,1.0,,47.0,45.0,2125.508,,
2020-08-10,404.86,12.0,1810.191,52.0,6.0,45.0,84.0,5770.0,,
2020-08-11,623.644,14.0,1809.304,129.0,9.565,48.0,143.0,10329.0,,
2020-08-12,735.421,9.0,1820.195,94.0,6.0,45.0,186.0,12600.0,,
2020-08-13,847.213,15.0,1873.75,68.0,,45.0,135.0,9249.0,,
2020-08-14,561.956,11.0,1810.964,69.0,,49.0,121.0,8039.0,,
2020-08-15,947.171,12.0,1818.578,116.0,,45.0,202.0,11809.0,,
2020-08-16,612.878,14.0,1816.849,72.0,4.0,48.0,136.0,10431.0,,
2020-08-17,803.755,12.0,1820.63,84.0,3.0,45.0,142.0,8601.0,,
2020-08-18,322.57,9.0,1805.51,27.0,7.0,47.0,61.0,3623.0,,
2020-08-19,698.121,12.0,1829.829,79.0,4.0,46.0,174.0,10769.0,,
2020-08-20,747.144,15.0,1837.384,76.0,9.0,47.0,163.0,11001.0,,
2020-08-21,530.723,11.0,1836.649,13.0,1.0,45.0,111.0,6528.0,,
2020-08-22,680.504,10.0,1826.223,24.0,,69.5,122.0,7892.0,,
2020-08-23,392.896,10.0,1777.476,11.0,8.0,53.0,65.0,4236.337,,
2020-08-24,622.834,15.0,1877.69,25.0,12.833,66.0,225.0,9740.0,,
2020-08-25,315.513,11.0,1789.039,7.0,1.0,,59.0,4003.0,,
2020-08-26,615.256,14.0,1834.262,70.0,3.0,52.0,148.0,10750.632,,
2020-08-27,698.58,13.0,1810.981,66.0,,45.0,122.0,7427.0,,
2020-08-28,811.473,16.0,1864.628,96.0,9.0,45.0,170.0,14051.0,,
2020-08-29,412.729,15.0,1837.267,9.0,4.0,50.0,104.0,4947.654,,
2020-08-30,529.34,14.0,1825.987,12.0,1.0,46.0,207.0,11002.571,,
2020-08-31,844.223,8.0,1812.472,38.0,24.0,47.0,161.0,7825.0,,
2020-09-01,1029.559,3.0,709.468,38.0,11.0,50.0,58.0,13838.0,,
2020-09-02,485.568,,,,2.0,,,4405.0,,
2020-09-03,434.591,4.0,1580.767,14.0,4.0,48.0,43.0,4013.0,,
2020-09-04,570.557,14.0,1807.017,45.0,4.0,47.0,148.0,9256.189,,
2020-09-05,559.854,15.0,1824.974,48.0,10.0,50.0,152.0,9038.0,,
2020-09-06,703.305,13.0,1815.367,53.0,32.0,48.0,138.0,8157.0,,
2020-09-07,606.912,3.0,1652.595,2.0,13.0,46.0,16.0,7940.0,,
2020-09-08,653.751,11.0,1754.373,51.0,8.0,49.0,117.0,4878.0,,
2020-09-09,600.427,14.0,1824.871,43.0,4.0,44.0,154.0,6522.745,,
2020-09-10,737.377,13.0,1840.716,89.0,16.0,48.0,162.0,10938.0,,
2020-09-11,989.511,17.0,1879.717,126.0,14.0,45.0,190.0,15292.183,,
2020-09-12,482.133,11.0,1808.959,47.0,12.0,56.0,99.0,6855.118,,
2020-09-13,553.662,13.0,1827.154,35.0,13.0,48.0,133.0,6987.0,,
2020-09-14,637.41,14.0,1814.589,50.0,8.0,46.0,155.0,8275.0,,
2020-09-15,735.696,7.0,1721.855,41.0,10.0,45.0,79.0,5181.0,,
2020-09-16,736.516,16.0,1839.121,65.0,8.0,44.0,163.0,7710.775,,
2020-09-17,566.138,14.0,1832.92,46.0,13.0,47.0,109.0,5983.0,,
2020-09-18,681.473,15.0,1827.758,59.0,16.0,44.0,170.0,7920.0,,
2020-09-19,571.365,16.0,1874.182,10.0,6.0,48.0,129.0,5662.073,,
2020-09-20,475.838,16.0,1845.463,21.0,4.0,64.0,109.0,5833.927,,
2020-09-21,738.115,13.0,1807.408,60.0,10.284,51.0,139.0,7808.0,,
2020-09-22,689.842,17.0,1858.907,57.0,8.0,48.0,147.0,6484.0,,
2020-09-23,712.348,15.0,1834.784,55.0,12.0,54.0,145.0,7107.0,,
2020-09-24,550.556,13.0,1801.542,34.0,8.0,48.0,105.0,5074.0,,
2020-09-25,583.477,15.0,1829.942,49.0,11.142,48.0,142.0,6561.0,,
2020-09-26,630.501,15.0,1850.677,57.0,13.0,67.0,162.0,9954.0,,
2020-09-27,475.958,14.0,1802.248,38.0,19.241,57.0,133.0,7824.286,,
2020-09-28,599.176,16.0,1817.368,53.0,14.161,48.0,146.0,8226.0,,
2020-09-29,581.139,10.0,1747.671,30.0,11.0,52.0,65.0,8341.0,,
2020-09-30,900.008,13.0,1850.137,84.0,10.0,49.0,152.0,7893.0,,
