Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Exercise time(min),Flights climbed(count),Resting heart rate(count/min),Stand time(min),Step count(count),VO2 Max(mL/min·kg),Mindfulness(min)
2020-05-01,810.952,,1729.392,,13.0,,,12107.0,,
2020-05-02,8.903,,1729.392,,,,,2564.0,,
2020-05-03,496.456,,1729.392,,9.0,,,19038.0,,
2020-05-04,463.035,1.0,1739.161,32.0,10.496,,32.0,5673.0,,
2020-05-05,440.961,,1729.392,,1.0,,,3373.0,,
2020-05-06,400.882,,1729.392,,3.0,,,2233.0,,
2020-05-07,453.145,12.0,1816.267,23.0,1.0,58.0,61.0,4440.37,,
2020-05-08,464.297,13.0,1803.827,28.0,8.0,57.0,66.0,5209.0,,
2020-05-09,352.923,14.0,1797.715,21.0,14.0,51.0,77.0,3465.0,,
2020-05-10,419.916,13.0,1806.973,6.0,4.0,55.0,68.0,3999.0,,
2020-05-11,572.105,12.0,1830.622,35.0,4.0,60.0,113.0,6466.0,,
2020-05-12,766.529,13.0,1848.171,89.0,7.0,60.0,143.0,11755.0,,
2020-05-13,515.431,1.0,1734.416,42.0,9.0,,39.0,6466.0,,
2020-05-14,507.825,,1729.392,,3.0,,,6329.0,,
2020-05-15,546.604,5.0,1771.498,25.0,6.0,68.0,42.0,6682.0,,
2020-05-16,683.02,14.0,1876.164,59.0,,57.0,165.0,12448.118,,
2020-05-17,512.909,5.0,1757.163,34.0,9.0,52.0,54.0,6346.0,,
2020-05-18,512.912,2.0,1743.503,48.0,3.0,,49.0,5493.0,,
2020-05-19,590.872,,1729.042,,4.0,,,5519.0,,
2020-05-20,717.865,5.0,1787.674,71.0,7.0,62.0,80.0,8230.0,,
2020-05-21,447.181,4.0,1750.084,21.0,9.0,56.0,38.0,3783.25,,
2020-05-22,747.708,4.0,1740.644,47.0,9.0,50.0,53.0,12719.305,,
2020-05-23,847.887,16.0,1839.92,104.0,4.0,51.0,173.0,12874.695,,
2020-05-24,737.408,16.0,1870.944,82.0,7.0,48.0,159.0,12017.966,,
2020-05-25,533.251,12.0,1825.664,28.0,6.0,57.0,69.0,5223.034,,
2020-05-26,768.718,9.0,1784.48,74.0,5.0,59.0,102.0,9748.0,,
2020-05-27,571.413,7.0,1780.768,65.0,13.0,48.0,89.0,8131.0,,
2020-05-28,745.06,6.0,1764.124,81.0,8.0,59.0,93.0,9527.0,,
2020-05-29,1145.862,15.0,1856.008,134.0,17.0,52.0,193.0,16778.0,,
2020-05-30,726.24,12.0,1832.013,54.0,4.0,50.0,141.0,8442.0,,
2020-05-31,721.166,19.0,1850.928,62.0,11.0,53.0,200.0,11276.738,,
