Time (Local),Type,Notes,Photo Link
2022-07-18 11:17:27,food,"3 eggs, turkey sandwich, cucumbers",https://levels.imgix.net/food-log/qnvl7p9km3iew5nh7pai2u.jpg
2022-07-18 17:00:43,food,Sardines,
2022-07-18 19:27:54,food,Spinach and artichoke pasta with chicken breast,https://levels.imgix.net/food-log/8ma545dxu75wg2r3kj50pj.jpg
2022-07-19 09:10:02,food,Muesli,https://levels.imgix.net/food-log/b66cx5rqjwot9j7z82evg.jpg
2022-07-19 12:46:23,food,3 eggs and sockeye salmon,https://levels.imgix.net/food-log/1rtl2n08ubi4975dms7gal.jpg
2022-07-19 15:45:08,food,Sardines,
2022-07-19 20:03:59,food,Kale orzo salad with steak,https://levels.imgix.net/food-log/omh9spli8s7x5wu2zvysz.jpg
